company_name,address,email,phone,website,license_id,license_type
LET'S GO TRAVELLING PTE. LTD.,21 MERCHANT ROAD #04-01 ROYAL MERUKH S.E.A SINGAPORE 058267,info@letsgo-travelling.com,+6588565700,,TA03975,General
LETU TRAVEL PTE. LTD.,475C UPPER SERANGOON CRESCENT #03-551 PARKLAND RESIDENCES SINGAPORE 533475,info@letu.sg,+6588776657,,TA03939,General
LEX TRAVEL PTE LTD,73 UBI ROAD 1 #10-48 OXLEY BIZHUB SINGAPORE 408733,jiaqing@lextravel.com.sg,+6562265633,,TA03582,General
LIGHT AND SALT EDUCATION PTE. LTD.,105 PETIR ROAD #22-13 SINGAPORE 678274,rain@lightandsalt.com.sg,+6593860896,,TA03964N,Niche
LIGHTFOOT TRAVEL PTE. LTD.,21 MERCHANT ROAD #04-01 SINGAPORE 058267,info@lightfoottravel.com,+6564384091,https://www.lightfoottravel.com,TA01894,General
LIMRA TRAVELS PTE. LTD.,143 SERANGOON NORTH AVENUE 1 #06-353   SINGAPORE 550143,admin@limratravel.com,+6598534240,,TA02894,General
LINKUP INTERNATIONAL (SINGAPORE) PTE LTD,22 BAYSHORE ROAD #10-08 THE BAYSHORE SINGAPORE 469970,youyouwei@hotmail.com,+6564489925,,TA02527,General
LION CITY BUSINESS TRAVEL PTE. LTD.,6 RAFFLES QUAY #14-02 SINGAPORE 048580,lioncity@517na.com,+6583180819,,TA03810,General
LION CITY TRAVEL SERVICES PTE. LTD.,52 TELOK BLANGAH ROAD #02-10 TELOK BLANGAH HOUSE SINGAPORE 098829,bryan@lioncitytravel.com,+6569570570,https://lioncitytravel.com/,TA03557,General
LIONHEARTLANDERS PTE. LTD.,71 AYER RAJAH CRESCENT #04-01 SINGAPORE 139951,hello@lionheartlanders.com,+6586861890,https://www.lionheartlanders.com,TA03193N,Niche
LUXURY TOURS & TRAVEL PTE LTD,20 BENDEMEER ROAD #05-09 BS BENDEMEER CENTRE SINGAPORE 339914,enquiries@luxury.com.sg,+6563090880,,TA00496,General
LUXVOY PTE. LTD.,1 PEMIMPIN DRIVE #10-12 SINGAPORE 576151,office@luxvoyvoyage.com,+6598009018,,TA03925,General
LVMAMA INTERNATIONAL TRAVEL SERVICE (SINGAPORE) PTE. LTD.,1 RAFFLES PLACE #02-01 ONE RAFFLES PLACE SINGAPORE 048616,lynnluo@lvmama.com.sg,+6566406281,,TA03241,General
M TRAVEL CLUB PTE. LTD.,60 PAYA LEBAR ROAD #07-54 PAYA LEBAR SQUARE SINGAPORE 409051,contact@muslimtravelclub.sg,+6589693039,https://www.muslimtravelclub.sg,TA03692,General
M Z TRAVEL & TOURS PTE. LTD.,390 VICTORIA STREET #02-28 THE GOLDEN LANDMARK SINGAPORE 188061,razak@mztravel.com.sg,+6593865261,,TA01675,General
M.I.C.E. MATTERS PTE. LTD.,123 BUKIT MERAH LANE 1 #03-78 SINGAPORE 150123,michelle.seet@micematters.com,+6563233004,,TA01463,General
M.O. TOURIST (SINGAPORE) PTE. LTD.,5 SHENTON WAY #17-06 UIC BUILDING SINGAPORE 068808,mots@molgroup.com,+6564369793,,TA02422,General
MAA TRAVEL PTE. LTD.,979C BUANGKOK CRESCENT #15-113 SINGAPORE 533979,admin@maatravel.com,+6568810117,,TA02514,General
MACHINOVATE PTE. LTD.,338 BUKIT BATOK STREET 34 #02-328 SINGAPORE 650338,jasmine@machinovate.com,+6562260656,,TA02447,General
MAGENTA ADVISORS PTE. LTD.,9 TEMASEK BOULEVARD #07-01 SUNTEC TOWER TWO SINGAPORE 038989,ck.lee@magentaadvisors.com,+6588994410,,TA03575,General
MAGICAL HOLIDAYS PTE. LTD.,587 WOODLANDS DRIVE 16 #12-48 SINGAPORE 730587,magicalholidays@gmail.com,+6568145856,,TA01445,General
MAGNIFICENT TRAVELS & TOURS SINGAPORE PTE. LTD.,54 MAUDE ROAD #03-01 TOWNSHEND BUILDING SINGAPORE 208346,magnificent.travelsntsg@gmail.com,+6587132669,,TA03996,General
MAJESTIC TRAVEL (PRIVATE) LIMITED,1 ROCHOR CANAL ROAD #03-25/26 SIM LIM SQUARE SINGAPORE 188504,cindy@majestictravel.com.sg,+6563339668,,TA00881,General
MAJOR INTERNATIONAL E&C PTE. LTD.,101 UPPER CROSS STREET #04-27 PEOPLE'S PARK CENTRE SINGAPORE 058357,majorinternational@yahoo.com,+6569089963,,TA03179,General
MALDIVES AND MORE INTERNATIONAL PTE. LTD.,189A RIVERVALE DRIVE #12-1026 SINGAPORE 541189,a.maenner@maldivesandmore.com,+6563232912,,TA03895,General
LITTLE MONSTERS TRAVEL PTE. LTD.,465 CRAWFORD LANE #02-06 SINGAPORE 190465,info@littlemonsterstravel.net,+6588842635,,TA03117,General
LITTLESTAR EDUCATION PTE. LTD.,21 WOODLANDS CLOSE #02-16 (ROOM C) PRIMZ BIZHUB SINGAPORE 737854,,+6580395156,https://www.littlestaredu.com/,TA03739,General
LITTLETOWN HOLIDAYS PTE. LTD.,351 JALAN BESAR #03-03 SINGAPORE 208988,info@littletownholidays.com.sg,+6589017990,https://www.littletownholidays.com.sg,TA03503,General
LIVING OCEANS PTE. LTD.,261 WATERLOO STREET #02-33 WATERLOO CENTRE SINGAPORE 180261,lilian@livingoceans.com.sg,+6563379829,,TA02995,General
LOKOPOKO PTE. LTD.,175A BENCOOLEN STREET #08-05 BURLINGTON SQUARE SINGAPORE 189650,enquiry@lokopoko.travel,+6563388736,https://www.lokopoko.travel,TA01879,General
LONG VACATION (S) PTE. LTD.,2 GAMBAS CRESCENT #07-24 NORDCOM TWO SINGAPORE 757044,longvacationn@gmail.com,+6567760496,,TA02957,General
LOOK SINGAPORE TOUR PTE. LTD.,865 MOUNTBATTEN ROAD #05-02 KATONG SHOPPING CENTRE SINGAPORE 437844,admin@looksingapore.com,+6563420032,https://www.looksingapore.com,TA01481,General
LOOPPEE,1B CANTONMENT ROAD #17-15 THE PINNACLE @ DUXTON SINGAPORE 085201,looppeestar@gmail.com,+6580585094,,TA03762,General
LOTUS ASIA TOURS PTE. LTD.,845 WOODLANDS STREET 82 #4-135 HDB-WOODLANDS SINGAPORE 730845,singapore@lotusasiatours.com,+6567347511,https://www.lotusasiatours.com,TA01651,General
LRD EDUCATION (PTE.) LTD.,37 JALAN PEMIMPIN #03-07 MAPEX SINGAPORE 577177,admin@lrdeducation.com.sg,+6562783028,https://lrdeducation.com.sg,TA02150,General
LUDUS LAB PRIVATE LIMITED,87 DAWSON ROAD #34-29 SKYVILLE @ DAWSON SINGAPORE 141087,hello@luduslab.sg,+6588766131,,TA03859N,Niche
LUODA CULTURAL TOURISM TECHNOLOGY PTE. LTD.,76A SERANGOON GARDEN WAY SERANGOON GARDEN ESTATE SINGAPORE 555972,trip@luoda.sg,+6585097896,,TA03783,General
LUXRICA PTE. LTD.,10 Ubi Crescent #07-81 Ubi Techpark SINGAPORE 408564,info@luxrica.com,+6591072075,https://www.luxrica.com,TA03377,General
LUXURY COACH SERVICE,150 ORCHARD ROAD #04-01/02 ORCHARD PLAZA SINGAPORE 238841,accounts@luxurycoach.com.sg,+6567324498,https://www.luxurycoach.com.sg,TA02234,General
LUXURY ESCAPES (SINGAPORE) PTE. LTD.,5 SHENTON WAY #10-01 UIC BUILDING SINGAPORE 068808,asia@luxuryescapes.com,+6566905451,,TA03051,General
AL-FATTAH TRAVEL & TOURS PTE. LTD.,390 VICTORIA STREET #03-02 THE GOLDEN LANDMARK SINGAPORE 188061,ghani@al-fattahtravel.com,+6567745015,,TA03441,General
AL-HAQ TRAVEL & TOURS PTE. LTD.,337 DAHAN ROAD SINGAPORE 759690,yusofbkk@gmail.com,+6590051804,,TA03419,General
AL-QASWA TRAVEL & TOURS (S) PTE. LTD.,1 MARITIME SQUARE #09-23 HARBOURFRONT CENTRE SINGAPORE 099253,fauziah@al-qaswatravel.com,+6562719497,,TA02222,General
AL-SALAMAH TRAVEL AND SERVICES PTE. LTD.,80 CHANGI ROAD #02-48 CENTROPOD @ CHANGI SINGAPORE 419715,alsalamahsg@gmail.com,+6583602688,,TA03729,General
AL-WAFI LLP,142 TAMPINES STREET 12 #02-310 TAMPINES PARK SINGAPORE 521142,alwafi.sg@gmail.com,+6588726137,,TA03988,General
ALCHEMIST TRAVEL SG PTE. LTD.,30 CECIL STREET #29-01 PRUDENTIAL TOWER SINGAPORE 049712,hello@alchemisttravel.com,+6588299747,https://www.alchemisttravel.com,TA03626,General
ALISIN TRAVEL PTE. LTD.,73 UBI ROAD 1 #05-57 OXLEY BIZHUB SINGAPORE 408733,account@alisintravel.com,+6567020069,,TA02878,General
Alitrip Singapore Network Technology Private Limited,51 BRAS BASAH ROAD #4-8 LAZADA ONE SINGAPORE 189554,alitrip_singapore@alibaba-inc.com,+6583732942,,TA03489,General
ALKANAAH INTERNATIONAL TOURS & TRAVEL PTE. LTD.,291 BEACH ROAD #01-01 SINGAPORE 199553,alkanaah@singnet.com.sg,+6562231220,,TA00159,General
ALNOOR TRAVEL & TOURS PTE. LTD.,729 TAMPINES STREET 71 #05-43 TAMPINES COURTVIEW SINGAPORE 520729,admin@alnoortravel.com.sg,+6562974454,,TA01452,General
ALREHMAN ALDAEM PTE. LTD.,111 NORTH BRIDGE ROAD #21-01 PENINSULA PLAZA  SINGAPORE 179098,tdmtravel23@gmail.com,+6591078647,,TA03768,General
ALTERNATIVE TRAVEL & TOURS PTE LTD,151 CHIN SWEE ROAD #03-32 MANHATTAN HOUSE SINGAPORE 169876,robert@alternative.com.sg,+6562210600,https://alternative.com.sg,TA01216,General
AMALA TRAVEL,23 BALMORAL ROAD #03-25 BALMORAL POINT SINGAPORE 259806,info@amaladestinations.com,+6567340370,https://www.amaladestinations.com,TA02145,General
AMAZ TOURS (S) PTE. LTD.,101 UPPER CROSS STREET #05-25 PEOPLE PARK CENTRE SINGAPORE 058357,amaztours@yahoo.com,+6562232777,,TA01358,General
AMAZING BORNEO TRAVEL & EVENTS PTE. LTD.,80 CHANGI ROAD #05-15 CENTROPOD @ CHANGI SINGAPORE 419715,sg@amazingborneo.com,+6561006188,,TA02818,General
MALDIVES SEAPLANE HOLIDAYS PRIVATE LIMITED,8 MARINA BOULEVARD #11-00 MARINA BAY FINANCIAL CENTRE TOWER 1 SINGAPORE 018981,admin@maldivesseaplaneholidays.com,+6587875629,,TA03826,General
MAM HOLIDAYS SINGAPORE PTE. LTD.,7 TEMASEK BOULEVARD #12-07 SUNTEC TOWER ONE SINGAPORE 038987,mamholidayssg@gmail.com,+6531051264,https://www.mamholidayssg.com,TA03312,General
MANLIN COMMUNICATIONS PTE. LTD.,190 CLEMENCEAU AVENUE #06-08 SINGAPORE SHOPPING CENTRE SINGAPORE 239924,manlin.chen2005@gmail.com,+6588795027,,TA01692,General
MAPLE AVIATION PTE LTD,350 ORCHARD ROAD #17-10 SHAW HOUSE SINGAPORE 238868,reservation@mapleaviationsg.com,+6565385515,,TA00582,General
MARCO POLO EXPRESS PTE LTD,627A ALJUNIED ROAD #07-07 BIZTECH CENTRE SINGAPORE 389842,selectaexpress@singnet.com.sg,+6562759596,,TA02227,General
MARINA SOUTH FERRIES PTE. LTD.,31 MARINA COASTAL DRIVE #01-03   SINGAPORE 018988,msf@marinasouthferries.com,+6596402664,,TA03808N,Niche
MARINA TOURS & TRAVELS PTE. LTD.,526 HOUGANG AVENUE 6 #06-155 SINGAPORE 530526,marinasintt@gmail.com,+6582636758,,TA02696,General
MASTER TRAVEL & TOURS PTE LTD,320 SERANGOON ROAD #01-22 CENTRIUM SQUARE SINGAPORE 218108,mttp934@gmail.com,+6562918839,,TA00934,General
MASTEREIGN LEARNING JOURNEYS PTE. LTD.,33 UBI AVENUE 3 #07-25 VERTEX SINGAPORE 408868,learningjourneys@mastereign.com,+6568366466,,TA03058,General
MASTERTOURS PTE. LTD.,51 BRAS BASAH ROAD #03-06 LAZADA ONE SINGAPORE 189554,fliggylegal@fliggy.com,+6568307260,,TA03912,General
MATCHDAY AFFAIRS PTE. LTD.,511 GUILLEMARD ROAD #02-10 SINGAPORE 399849,info@matchdayaffairs.com,+6581811117,,TA03720,General
MATROLINK TRAVEL & TOURS PTE LTD,20 MARTABAN ROAD #16-02 DE PARADISO SINGAPORE 328644,pauline@matrolink.com,+6597779399,,TA00727,General
MAYFEYR WORLDWIDE PTE. LTD.,9 BATTERY ROAD #28-01 MYP CENTRE SINGAPORE 049910,jetaway@mayfeyr.com,+6580132323,,TA03894,General
MEGA TOURS PTE. LTD.,10 GLOUCESTER ROAD #13-43 FARRER PARK GARDENS SINGAPORE 210010,info@megatours.com.sg,+6563960082,,TA03781,General
MEGA TRAVEL GALAXY PTE. LTD.,65 AIRPORT BOULEVARD #03-37 CHANGI AIRPORT TERMINAL 3 SINGAPORE 819663,mega@mtg.tours,+6569061089,,TA02936,General
AQ TRAVEL & TOURS PTE. LTD.,55 CHANGI ROAD #02-26 MILLAGE SINGAPORE 419709,info@aqtravel.com.sg,+6564444567,,TA02503,General
AR RAIYAN TOURS & TRAVEL PTE. LTD.,11 CHAI CHEE ROAD #07-19 SINGAPORE 460011,arraiyantourstravel@gmail.com,+6564418967,,TA03161,General
ARC TRAVEL & TOURS PTE. LTD.,73B JALAN BESAR LITTLE INDIA CONSERVATION AREA SINGAPORE 208817,arctravel2019@gmail.com,+6590600764,,TA03336,General
ARIS TOURS,22 Bukit Batok Street 52 #04-06 GUILIN VIEW SINGAPORE 659245,arazz.aristours@gmail.com,+6597687226,,TA03565,General
AROUND THE CORNER PTE. LTD.,916 SIMS AVENUE #12-77 PARC ESTA SINGAPORE 408974,derek.yap@aroundthecorner.sg,+6592397773,,TA03728,General
AS SOFI TRAVEL AND SERVICES PTE. LTD.,67A ARAB STREET SINGAPORE 199764,enquiries@assofi.sg,+6562846956,,TA03645,General
ASCEND RADIANCE TRAVEL PTE. LTD.,101A UPPER CROSS STREET #08-10 PEOPLES PARK CENTRE SINGAPORE 058358,ascendradiance2020@gmail.com,+6564385988,,TA01488,General
ASCENDA TRAVEL PTE. LTD.,380 JALAN BESAR #12-10 ARC 380 SINGAPORE 209000,finance-team@ascenda.com,+6531294051,,TA03270,General
ASCENT TRAVEL PTE. LTD.,218 VERDE VIEW VILLA VERDE SINGAPORE 688766,ascenttravel@hotmail.com,+6563663965,,TA02888,General
ASIA AIR TRAVEL & TOUR PRIVATE LIMITED,304 ORCHARD ROAD #B1-160 LUCKY PLAZA SINGAPORE 238863,asiaairtravel_tour@yahoo.com.sg,+6562357472,,TA02710,General
ASIA DISCOVERY CONSULTANCY PTE. LTD.,334 KANG CHING ROAD #11-250 SINGAPORE 610334,helenlam@adconsultancy.asia,+6590032284,,TA02714,General
ASIA GLOBAL VACATION PTE. LTD.,150 SOUTH BRIDGE ROAD #01-12 FOOK HAI BUILDING SINGAPORE 058727,alice_yap@chanbrothers.com.sg,+6562129569,,TA01549,General
ASIA MYANMAR TRAVEL & TOURS PTE. LTD.,111 NORTH BRIDGE ROAD #05-64 PENINSULA PLAZA SINGAPORE 179098,amtt.sin@gmail.com,+6563362216,,TA01923,General
ASIA ODYSSEY TRAVEL SINGAPORE PTE. LTD.,460 ANG MO KIO AVENUE 10 #15-1578 TECK GHEE GRANDEUR SINGAPORE 560460,singapore@asiaodysseytravel.com,+6588235709,,TA03772,General
ASIA PACIFIC INTERNATIONAL MICE & TRAVEL CENTRE PTE. LTD.,113 EUNOS AVENUE 3 #07-13 GORDON INDUSTRIAL BUILDING SINGAPORE 409838,danny.lcw@apimtravel.com,+6566186503,,TA02812,General
AMAZING EXPLORER PTE. LTD.,491E TAMPINES STREET 45 #08-204 SINGAPORE 524491,sales@amazingexplorer.sg,+6590220220,https://www.amazingexplorer.sg,TA02627,General
AMAZING TRAVEL & TOUR PTE. LTD.,101 UPPER CROSS STREET #03-86B PEOPLE'S PARK CENTRE SINGAPORE 058357,sinjiapo7@gmail.com,+6597334268,,TA02650,General
AMERICAN EXPRESS INTERNATIONAL INC.,1 MARINA BOULEVARD #21-02  ONE MARINA BOULEVARD SINGAPORE 018989,valerie.ng@aexp.com,+6592722562,,TA02501,General
AMERICAN LLOYD TRAVEL SERVICES PTE LTD,25 PLAYFAIR ROAD #02-01 SINGAPORE 367990,travel@amlloyd.com.sg,+6567378777,https://www.americanlloyd.com,TA00047,General
AMERICAN TOURIST SERVICE (SINGAPORE) PRIVATE LIMITED,31 PASIR RIS STREET 72 #05-22 WHITEWATER SINGAPORE 518769,abbaxak@gmail.com,+6564433082,,TA00048,General
AMIGOZ TRAVELS & TOURS PTE. LTD.,642 ANG MO KIO AVENUE 5 #10-3047  ANG MO KIO 61 SINGAPORE 560642,amin@amigoztravels.com,+6592712942,,TA02395,General
AMIRTHAMALA TRAVELS PTE. LTD.,10 JALAN BESAR #02-37 SIM LIM TOWER SINGAPORE 208787,amirthamala.group@gmail.com,+6587207420,https://www.amirthamala.com,TA02924,General
ANDERES FOURDY EVENTS (S) PTE. LTD.,140 PAYA LEBAR ROAD #07-11 AZ @ PAYA LEBAR SINGAPORE 409015,yvonne@thetraveller.sg,+6563218668,,TA03429,General
ANJUNG TURIZM SERVICES PTE. LTD.,553 ANG MO KIO AVENUE 10 #13-1988 CHENG SAN PLACE SINGAPORE 560553,info@anjunggroup.net,+6596728001,,TA03261,General
ANWAAR AL HIMAM UMRAH & HOLIDAYS PTE. LTD.,116 CHANGI ROAD #03-15 WIS@CHANGI SINGAPORE 419718,info@alhimam.co,+6562452300,,TA03201,General
APEXLYNX LEISURESPORT PRIVATE LIMITED,1 YISHUN INDUSTRIAL STREET 1 #06-23 A'POSH BIZHUB SINGAPORE 768160,finance.sg@apexlynx.net,+6566840051,,TA02637,General
APG SINGAPORE PTE. LTD.,135 MIDDLE ROAD #05-08 BYLANDS BUILDING SINGAPORE 188975,jklim@apg-ga.sg,+6569398986,,TA03990,General
APPLE HOLIDAYS PTE. LTD.,101 UPPER CROSS STREET #B1-16 PEOPLE'S PARK CENTRE SINGAPORE 058357,bennyho65@live.com.sg,+6562849182,,TA01390,General
APPLE WORLD TRAVEL PTE. LTD.,101 UPPER CROSS STREET #B1-17T PEOPLE PARK CENTRE SINGAPORE 058357,admin@appleworldtravel.sg,+6565320108,https://-,TA02393,General
APT TRAVEL PTE. LTD.,33 ELIAS ROAD #13-25 RIS GRANDEUR SINGAPORE 519935,sales@aptransport.com.sg,+6562600195,,TA01960,General
MILLENNIUM TOURS & TRAVEL PTE. LTD.,10 ANSON ROAD #17-24 INTERNATIONAL PLAZA SINGAPORE 079903,balaji@millennium-tours.com,+6593791807,,TA01534,General
MIN HUI TRAVEL PTE. LTD.,34 JALAN BAHAGIA #8-214 WHAMPOA GARDENS SINGAPORE 320034,minhuitravel@gmail.com,+6590026366,,TA03968,General
MISO CONSULTATION PTE. LTD.,16 CANTONMENT CLOSE #24-43 CANTONMENT TOWERS SINGAPORE 080016,misoconsultation21@gmail.com,+6562253353,,TA03995,General
MIU TRAVEL PTE. LTD.,31 BISHAN STREET 21 #18-04 RAFFLESIA CONDOMINIUM SINGAPORE 579800,caowei@miutravel.vip,+6584188342,,TA03269,General
MKB DIVE ASIA (PRIVATE) LIMITED,280 WOODLANDS INDUSTRIAL PARK E5  #09-51 HARVEST@WOODLANDS SINGAPORE 757322,info@mkbdiveasia.com,+6583831377,https://mkbdiveasia.com/,TA03497,General
MMK SG PTE. LTD.,170 UPPER BUKIT TIMAH ROAD #04-05 SAFARI HOUSE PRESCHOOL BT TIMAH SINGAPORE 588179,sunhy@mmksg.com,+6580674721,,TA03627,General
MONGOOSE SAFARIS PTE. LTD.,10 FLORA ROAD #05-08 AZALEA PARK CONDOMINIUM SINGAPORE 509729,warwick@mongoosesafaris.com,+6590239669,,TA03827,General
MORE BETTER PTE. LTD.,2 SIMS CLOSE #07-06 GEMINI @ SIMS SINGAPORE 387298,hello@travelmorebetter.com,+6583183676,,TA03559,General
MOUNT FABER LEISURE GROUP PTE. LTD.,109 MOUNT FABER ROAD MOUNT FABER PEAK SINGAPORE 099203,guestrelations@mflg.com.sg,+6563610088,https://www.mountfaber.com.sg,TA02492,General
MOUNTAIN ADVENTURE TRAVELS PTE. LTD.,681A JURONG WEST CENTRAL 1 #13-94 SINGAPORE 641681,mountainadventuretravels@gmail.com,+6590094407,https://www.mountainadventuretravels.com,TA03678,General
MOVIN JOURNEY (SINGAPORE) PTE. LTD.,71 WOODLANDS INDUSTRIAL PARK E9 #04-12 WAVE9 SINGAPORE 757048,angela@singbt.com,+6563339086,,TA02780,General
MR. BUTLER HOLIDAY PTE. LTD.,468B FERNVALE LINK #18-547 FERNVALE LEA SINGAPORE 792468,operations@mrbutlerholiday.com,+6581813190,,TA03884,General
MS HOLIDAYS 2000 PTE. LTD.,100 JALAN SULTAN #02-16 SULTAN PLAZA SINGAPORE 199001,msholidays@singnet.com.sg,+6562977720,,TA03476,General
MUHAMMAD FADHLI TRAVELS AND TOURS PRIVATE LIMITED,390 VICTORIA STREET #03-01 THE GOLDEN LANDMARK SINGAPORE 188061,mfadhlitravels@gmail.com,+6581555261,,TA03713,General
MUHIBBAH TRAVEL-TOURS & TRADING PTE LTD,7500A BEACH ROAD #01-330/331/334 THE PLAZA SINGAPORE 199591,admin@muhibbahtravel.com,+6562960011,https://www.muhibbahtravel.com,TA00518,General
MEGALINE TRAVEL PTE. LTD.,101 UPPER CROSS STREET #03-53 PEOPLE'S PARK CENTRE SINGAPORE 058357,megalinetravel@gmail.com,+6565327709,,TA01287,General
MEGATOP TRAVEL CONSULTANTS PTE LTD,7500A BEACH ROAD #01-335 THE PLAZA SINGAPORE 199591,william@megatoptravel.com.sg,+6562937800,,TA00650,General
MEIDI TRAVEL SOLUTIONS PTE. LTD.,724 TAMPINES STREET 71 #09-147 TAMPINES COURTVIEW SINGAPORE 520724,travel@meidi.asia,+6580851998,,TA03818,General
MERIDIAN INTERNATIONAL TRAVEL & M.I.C.E. PTE. LTD.,221 HENDERSON ROAD #07-18 HENDERSON BUILDING SINGAPORE 159557,sales1@meridiantravel.com.sg,+6563380875,,TA02551,General
MERIDIEN TRAVEL SERVICES PTE. LTD.,100 JALAN SULTAN #03-30A SULTAN PLAZA  SINGAPORE 199001,meridien_travel@singnet.com.sg,+6591086328,,TA01670,General
METRO TOURS SINGAPORE PTE LTD,51 CUPPAGE ROAD #01-14 51 CUPPAGE ROAD SINGAPORE 229469,accounts@metrotours.com.sg,+6567357155,,TA00917,General
METROPOLITAN YOUNG MEN'S CHRISTIAN ASSOCIATION OF SINGAPORE,60 STEVENS ROAD   SINGAPORE 257854,rooms@mymca.org.sg,+6568398333,,TA00362,General
MFW TRAVEL SINGAPORE PTE. LTD.,Level 19 1 RAFFLES PLACE Tower 2 SINGAPORE 048616,fawu@mafengwo.com,+6563220858,,TA03210,General
MI TRAVEL PTE. LTD.,8 TEMASEK BOULEVARD #28-02 SUNTEC TOWER THREE SINGAPORE 038988,helenxu@mitravel.com.sg,+6562357557,,TA02358,General
MICE & CO PTE. LTD.,50 SERANGOON NORTH AVENUE 4 #07-06 FIRST CENTRE SINGAPORE 555856,becky@smice.com.sg,+6565701156,,TA03300,General
MICE LINK INTERNATIONAL PTE. LTD.,14 UPPER SERANGOON CRESCENT #08-36 SINGAPORE 534029,ta@micelinkinternational.com,+6593825777,,TA03778,General
MICHI & CO. PTE. LTD.,201 HENDERSON ROAD #06-21 APEX @ HENDERSON SINGAPORE 159545,info@michiandco.com,+6568813126,https://www.michiandco.com/,TA03424,General
MID-DAWN TRAVELS PTE. LTD.,21 WOODLANDS CLOSE #03-33  PRIMZ BIZHUB SINGAPORE 737854,info@mid-dawntravels.com,+6591452933,,TA03444,General
MILAGRO TRAVEL PTE. LTD.,777 PASIR RIS STREET 71 #10-426   SINGAPORE 510777,radheka@milagrotravel.com.sg,+6596372158,,TA01983,General
MILES AND MEMORIES,60 PAYA LEBAR ROAD #07-54 PAYA LEBAR SQUARE SINGAPORE 409051,milesandmemories@hotmail.com,+6587981548,,TA03572,General
MUMBAI TRAVELS PTE. LTD.,3 BELILIOS ROAD #01-04 SINGAPORE 219924,sales@mumbaitravels.sg,+6598683994,,TA03600,General
MUMTAZ HOLIDAYS & TOURS PTE. LTD.,970 GEYLANG ROAD #01-06 TRISTAR COMPLEX SINGAPORE 423492,mmcs.umrah@gmail.com,+6597703444,https://www.mumtazholidays.com.sg,TA03291,General
MUSAFIREEN GROUP PTE. LTD.,390 VICTORIA STREET #03-04 THE GOLDEN LANDMARK SINGAPORE 188061,danial@musafireen.sg,+6588550052,,TA03779,General
MUSTAFA AIR TRAVEL PTE LTD,5 VERDUN ROAD #01-02/03 SPA BUILDING SINGAPORE 207274,travel@mustafa.com.sg,+6564190667,,TA00663,General
MY SINGAPORE HOLIDAY,101 TAMPINES STREET 11  #07-13 SAINT LUKES ELDERCARE TAMPINES CENTRE SINGAPORE 521101,singaporeholiday@hotmail.com,+6587861076,,TA03621N,Niche
MYANMAR TRAVELS & TOURS PTE LTD,111 NORTH BRIDGE ROAD #03-09 PENINSULA PLAZA SINGAPORE 179098,myanmar188@gmail.com,+6565353870,https://www.mtt.com.sg,TA00937,General
NA'AM TRAVEL PTE. LTD.,228 CHANGI ROAD #B1-17 ICON@CHANGI SINGAPORE 419741,admin@naamtravel.com.sg,+6584647880,,TA03784,General
NAM HO DMC PTE. LTD.,180B BENCOOLEN STREET #04-04 THE BENCOOLEN SINGAPORE 189648,management@namhodmc.com,+6563209268,,TA03221,General
NAM HO TRAVEL SERVICE (SINGAPORE) PRIVATE LIMITED,1 PARK ROAD #04-63 PEOPLE'S PARK COMPLEX SINGAPORE 059108,ireneooi@namho.com.sg,+6562218433,https://www.namho.com.sg,TA00140,General
NANOSOFT TRAVELS PTE. LTD.,60 PAYA LEBAR ROAD #12-56 PAYA LEBAR SQUARE SINGAPORE 409051,nanosofttravels@gmail.com,+6591174612,,TA01747,General
NANYANG BRIDGE EDUCATION CONSULTANCY PTE. LTD.,27 FLORA ROAD #03-03 ESTELLA GARDENS SINGAPORE 509741,sg@nanyangbridgeedu.com,+6589893256,,TA04004,General
NANYANG INTERNATIONAL TRAVEL (PTE.) LTD.,3 JALAN KUKOH #01-115 SINGAPORE 161003,admin@nanyangtravel.com,+6569777999,,TA02620,General
NANYANG TRAVEL (S) PTE. LTD.,101 UPPER CROSS STREET #05-40B PEOPLE'S PARK CENTRE SINGAPORE 058357,nanyangsg@gmail.com,+6594502809,,TA02877,General
NAVAN SINGAPORE PRIVATE LIMITED,71 ROBINSON ROAD #15-147 SINGAPORE 068895,sgops@navan.com,+6569503833,,TA03420,General
NAVIASIA SINGAPORE PTE. LTD.,18 AH HOOD ROAD #08-51 SINGAPORE 329983,adrian@naviasiasingapore.com,+6596228994,,TA03436,General
ATHLETES' JOURNEY PTE. LTD.,67 MARINE DRIVE #15-216   SINGAPORE 440067,discover@athletesjourney.sg,+6591515104,,TA03809,General
ATIS GLOBAL PTE. LTD.,400 ORCHARD ROAD #06-04 ORCHARD TOWERS SINGAPORE 238875,bookings@atisglobal.net,+6596788878,https://atisglobal.net,TA01483,General
ATLAS TOUR AGENCY PTE. LTD.,101 THOMSON ROAD #06-01/06 UNITED SQUARE SINGAPORE 307591,atlastour.ata@gmail.com,+6586955698,,TA03908,General
ATLAS TRAVELS & LIMOUSINE PTE. LTD.,136 POTONG PASIR AVENUE 3 #09-170 SINGAPORE 350136,booking@atlaslimo.com.sg,+6582681527,,TA01710,General
ATLAS TRAVELZ PTE. LTD.,203 HENDERSON ROAD #04-03 HENDERSON INDUSTRIAL PARK SINGAPORE 159546,customerservice@atlastravelz.com,+6562788311,https://www.atlastravelz.com,TA03001,General
ATPI (SINGAPORE) PTE. LTD.,88 Market Street #21-01 SINGAPORE 048948,hr.sin@atpi.com,+6562949377,,TA01059,General
